,116,119,120,127,128,137,143,144,146,147,150,151,152,153,157,161,164,167,168,173,174,195,2000,2001,2002,2003,2004,2005,2006,2008,2009,2010,2012,2017,2021,2022,2023,212,216,217,224,225,228,229,232,236,237,238,239,241,242,243,244,245,247,248,249,251,252,253,254,255,257,258,259,260,261,262,264,265,266,267,268,270,274,275,276,278,279,280,281,282,284,285,289,291,293,295,296,297,298,3002,301,3016,3017,302,303,304,3041,3042,3043,3044,3046,3047,3048,3049,305,3050,3052,3053,3054,3055,3056,3057,3058,3059,306,3060,3061,3062,3063,3064,3065,3066,3067,3068,3069,307,3070,3071,3072,3073,3074,3075,3076,3077,3078,3079,308,3080,3081,3082,3083,3084,3085,3086,3087,3088,3089,309,3090,3091,3092,3093,3094,3095,3096,3098,3099,310,3100,3101,3102,3103,3105,3106,3107,3108,3109,311,3110,3111,3112,3113,3114,3115,3116,3117,3118,3119,312,3120,3121,3122,3123,3124,3125,3126,3127,3128,3129,313,3131,3132,3134,3135,3137,3139,3140,3141,3142,3143,3144,3145,3146,3147,3148,315,3150,3151,3152,3155,3156,3157,3158,3159,316,3160,3161,3162,3163,3164,3165,3166,3167,3168,3169,317,3170,3171,3172,3173,3175,3176,3177,3178,3179,3180,3184,3185,319,320,3202,321,3213,3214,3219,322,3221,3223,3224,3226,323,3230,3231,3232,3233,3235,3236,3237,3238,324,3240,3241,3242,3243,3244,3245,3246,3249,325,3250,3255,3256,3258,3259,326,3260,3263,3264,3265,327,3275,328,3282,3283,3284,3285,3286,3288,3289,3290,3292,3293,3294,3295,3297,3298,330,3300,3301,3302,3303,3304,3305,3306,3307,3308,3309,331,3310,3311,3312,3313,3314,3315,3316,3317,3319,332,3320,3321,3322,3323,3324,3325,3326,3327,3328,3329,3330,3331,3332,3333,3335,3336,3338,3339,334,3340,3341,3342,3343,3344,3345,3346,3347,3348,3349,335,3350,3351,3353,3354,3355,3356,3357,3358,3359,336,3360,3361,3362,3363,3364,3365,3366,3367,3368,337,3370,3372,3373,3374,3375,3376,3377,3378,3379,3381,3382,3383,3384,3386,3387,3388,3389,339,3390,3391,3392,3393,3394,3395,3396,3397,3398,3399,340,3400,3401,3402,3403,3404,3405,3407,3408,3409,341,3410,3411,3412,3413,3414,3415,3416,3417,3418,3419,342,3420,3421,3422,3423,3424,3425,3427,3428,3429,343,3430,3431,3434,3435,3436,3438,3439,344,3440,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,372,373,376,377,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,405,406,407,408,409,410,411,412,414,415,416,417,418,419,420,421,422,423,426,427,428,430,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,453,454,455,456,457,458,459,460,461,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,507,508,509,511,513,514,515,516,517,518,519,520,522,523,524,525,526,527,528,529,530,531,532,533,534,536,539,540,545,546,72,79,82,83
116,18,0,0,26,14,0,0,0,1,13,0,5,1,23,0,12,1,6,55,0,11,3,0,0,0,18,2,0,1,8,0,10,0,4,18,0,0,78,0,0,3,16,2,8,0,11,7,6,0,0,0,0,1,0,19,8,3,11,9,30,15,0,3,1,2,1,3,0,0,6,2,4,1,0,0,0,0,0,1,9,5,0,13,20,0,0,0,1,0,4,0,16,2,0,2,4,10,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,2,0,0,1,0,0,0,2,1,3,0,0,0,1,0,0,3,6,2,0,4,0,1,1,0,2,3,1,1,3,0,1,1,1,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,20,0,2,20,0,0,1,6,8,0,2,0,0,0,1,2,16,0,0,0,17,0,98,12,33,20,8,10,15,0,10,7,0,13,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,7,1,0,0,0,1,6,7,0,0,0,0,15,23,11,16,1,0,0,4,0,0,3,0,10,18,2,0,3,16,16,0,0,0,0,27,3,0,0,3,8,4,27,11,15,0,1,1,0,32,0,7,0,0,1,2,1,0,0,1,0,0,14,53,15,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,3,33,13,1,0,10,3,37,51,0,0,6,8,3,1,24,0,18,14,38,16,18,2,14,0,1,2,0,18,21,99,0,12,13,1,9,2,27,0,5,6,10,16,7,18,13,4,1,0,15,8,5,5,16,2,15,40,17,4,4,54,3,39,29,5,2,4,1,0,24,6,16,7,6,70,2,3,27,7,2,10,5,23,9,1,68,11,3,8,0,2,7,6,5,0,8,1,2,0,5,4,5,5,3,0,0
119,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,5,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2
120,0,0,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,3,2,14,11,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,2,10,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,1,1,0,0,2,1,1,1,1,0,0,3,1,1,0,1,0,0,0,0,2,0,0,1,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,8,3,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17,0,0,6,0,0,0,0,0,9,0,2,8,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,4,1,0,9,2,4,0,3,2,0,4,0,0,2,0,0,0,0,46,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,2,0,0,5,19,8,0,0,0,0,4,1,0,0,0,0,0,42,0,1,5,0,3,9,4,1,0,0,0,10,3,1,1,0,0,0,0,4,0,0,1,0,0,2,4,0,0,0,1,0,1,3,0,0,0,0,0,3,1,0,0,0,5,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,12
127,49,0,0,79,29,0,0,0,17,34,0,33,8,6,0,55,0,1,52,14,8,22,0,0,0,9,18,0,3,25,2,19,4,0,13,0,0,58,0,0,7,18,6,17,1,16,8,28,0,1,0,0,0,2,14,9,14,30,21,14,15,0,11,0,5,5,1,0,1,3,3,7,14,1,0,0,30,0,5,30,3,0,112,36,0,0,2,2,0,27,0,38,7,1,0,1,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,1,2,0,0,1,2,0,4,0,0,1,3,2,0,20,2,10,0,1,1,0,2,1,17,3,3,3,8,3,1,0,0,1,3,1,0,0,0,0,0,8,6,0,1,0,0,0,0,0,4,51,0,5,9,3,0,1,5,14,0,0,0,0,0,0,0,58,0,0,0,9,0,100,11,8,10,22,47,47,2,6,77,0,31,1,1,0,0,0,0,0,1,0,2,0,0,0,0,3,0,2,0,0,0,0,1,3,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,33,0,2,0,0,0,0,0,0,0,0,24,1,0,0,0,0,5,1,0,1,29,2,0,7,0,0,0,2,0,0,4,0,14,0,0,1,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,117,0,0,0,1,0,11,31,0,0,0,0,52,86,30,35,3,1,3,2,0,0,7,0,29,24,2,10,7,20,19,0,1,1,4,137,65,0,0,12,18,2,76,46,43,0,2,2,10,27,0,0,0,0,2,1,0,0,0,0,0,0,8,36,82,0,2,1,0,13,3,6,0,2,0,13,0,0,0,3,0,7,87,3,8,1,19,10,27,70,1,0,5,22,0,0,66,0,44,20,59,19,8,1,10,2,0,0,1,2,18,27,0,23,17,0,3,2,60,0,5,17,9,22,8,19,7,4,4,0,18,32,6,6,11,1,11,45,14,4,1,84,3,25,18,5,2,0,2,1,24,8,6,5,5,43,4,2,42,6,2,13,4,63,10,6,44,9,13,2,0,0,18,19,17,1,9,8,0,0,3,1,12,14,24,1,0
128,30,0,0,29,61,2,0,0,36,33,11,136,14,15,0,29,8,15,52,5,8,24,5,0,4,12,14,0,9,19,7,23,7,0,7,0,1,30,0,1,14,12,2,48,0,18,33,24,0,0,2,1,0,0,29,9,11,34,26,42,59,0,23,0,2,2,2,0,18,31,2,3,38,0,0,0,15,0,9,28,0,0,50,47,0,2,4,10,0,10,0,26,17,0,0,3,28,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,4,0,0,0,10,1,0,0,0,1,0,1,1,2,0,4,0,0,1,0,0,6,1,0,1,0,13,0,0,1,3,1,0,0,4,1,0,1,0,0,1,0,1,0,2,0,6,1,1,3,0,0,0,1,0,0,0,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,3,2,1,0,0,0,0,1,0,4,0,1,0,1,0,1,0,1,10,1,3,0,0,0,1,3,1,1,0,15,0,1,2,2,3,1,0,1,0,0,0,0,13,15,0,0,0,0,0,0,0,1,35,1,0,0,0,0,2,1,2,0,1,0,0,0,0,1,56,0,1,0,11,0,27,4,14,6,19,53,73,2,25,33,0,39,1,0,0,0,1,0,0,3,0,4,0,0,0,0,20,0,1,0,0,1,1,0,2,0,0,15,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,1,1,0,0,0,0,20,0,1,0,1,0,0,0,2,1,45,2,0,1,0,1,0,1,0,1,8,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,0,0,0,10,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,14,0,0,2,4,23,47,0,0,0,0,60,54,35,16,8,9,3,9,0,0,16,10,31,85,3,6,26,1,17,0,0,0,0,53,48,0,0,5,9,16,32,72,44,0,3,6,18,20,0,0,0,1,7,18,1,0,0,0,0,4,37,49,38,0,0,3,0,87,3,12,1,3,0,21,1,0,0,0,0,1,52,11,18,1,48,14,11,80,0,1,16,27,0,0,31,8,34,23,29,6,16,0,2,0,9,0,0,11,25,27,10,10,27,0,8,3,32,1,23,24,11,13,21,5,11,4,0,7,34,34,5,8,24,1,6,7,5,3,13,19,18,30,26,10,1,5,2,14,37,11,45,11,4,29,22,6,24,5,0,27,1,34,6,0,15,13,10,8,3,5,2,10,20,15,19,11,8,3,4,1,44,13,44,0,0
137,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,1,5,0,5,1,0,1,0,0,2,0,0,8,1,0,0,0,1,5,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,5,5,0,6,1,2,7,2,4,1,2,3,1,2,0,0,2,3,5,7,1,5,1,0,3,2,1,0,6,5,1,4,2,1,0,1,3,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,2,0,2,6,4,0,3,0,0,0,1,5,0,0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,11,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,0,2,0,2,0,3,0,5,0,0,0,0,0,0,0,2,1,0,2,1,0,0,8,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,0,3,0,0,0,2,2,0,1,0,0,1,4,0,0,0,1,0,1,14,0,0,1,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,4,9,3,0,12,0,2,2,2,2,8,0,1,0,1,6,1,1,0,0,0,0,10,4,1,0,0,0,0,0,0,5,4,4,2,0,0,0,8,4,0,3,7,2,1,4,5,0,0,0,0,2,16,2,13,0,0,0,2,7,2,0,0,5,3,0,1,3,5,15,8,3,1,3,1,6,2,2,2,4,0,0,3,0,2,0,2,0,1,1,0,0,0
143,1,0,0,1,0,0,18,0,6,3,0,1,7,0,95,1,6,0,0,0,0,2,66,4,2,0,1,0,0,0,0,0,6,0,1,0,1,1,13,15,4,1,0,6,3,0,1,0,0,3,13,3,2,0,0,0,0,2,1,1,0,0,1,0,0,0,4,0,0,2,0,1,3,3,9,2,0,16,0,0,0,1,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,2,0,1,0,1,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,4,0,21,0,0,0,8,0,0,2,0,15,0,0,11,0,0,0,0,0,1,0,0,4,0,0,0,8,0,1,0,6,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,9,2,0,0,0,47,0,0,0,54,0,0,0,138,0,2,1,0,0,32,0,0,2,0,1,0,0,2,1,0,4,1,3,0,0,1,4,2,0,4,1,5,0,4,55,17,3,1,0,0,7,1,0,0,0,0,0,2,0,2,0,0,2,1,0,0,1,1,0,0,5,0,0,0,2,0,0,3,11,1,2,36,0,35,23,0,0,0,10,1,0,0,28,15,0,0,0,0,0,13,0,0,1,7,44,13,0,11,7,2,4,2,0,3,3,2,1,1,15,20,35,1,0,0,2,2,8,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,0,1,0,3,6,5,0,0,0,2,1,7,0,0,1,0,0,0,1,0,1,0,0,1,0,3,16,1,0,6,38,11,0,0,9,0,1,24,1,0,0,9,6,30,10,0,0,1,0,4,38,3,9,19,13,0,0,2,0,0,2,0,4,10,0,0,1,0,0,3,0,1,0,0,0,1,0,1,3,0,0,0,4,0,0,0,0,0,1,1,3,0,9,3,0,0,0,0,1,2,1,2,0,0,0,0,0,0,3,3,0,0,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,2,0,1,0,3,0,0,2,6,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,11,0,1,0,1,0,5
144,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,10,5,8,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,1,0,0,1,1,4,1,0,3,1,1,0,11,0,0,0,0,0,2,2,1,0,0,0,13,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,2,1,3,3,0,0,0,0,0,0,1,3,0,0,2,3,0,0,0,2,0,1,0,0,1,0,0,0,1,0,4,1,0,0,1,1,0,6,0,0,0,0,0,0,2,3,1,0,4,0,2,0,0,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,1,0,0,0,0,17,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,10,0,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,1,0,2,0,1,0,0,0,5,0,0,1,2,6,0,0,1,3,0,0,1,0,0,0,0,5,0,7,14,0,1,0,7,2,0,0,0,3,2,6,0,0,2,0,0,2,0,0,1,0,0,17,12,0,0,0,0,7,1,1,0,0,5,0,0,34,0,1,1,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,0,1,0,3,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,12,0,0,0,0,0,0,1
146,0,0,0,35,33,0,1,0,37,31,1,18,7,0,1,7,2,0,6,7,3,20,3,0,1,2,15,0,0,30,5,18,1,0,2,0,0,14,0,1,9,5,1,9,0,10,3,9,0,0,0,0,0,1,5,57,64,3,6,1,4,0,28,0,1,5,0,0,4,5,0,2,17,1,0,0,17,0,6,4,1,0,19,3,0,4,0,1,8,0,0,65,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,1,0,1,0,0,1,0,8,0,0,1,0,2,0,1,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,7,12,0,2,0,0,0,0,0,0,6,0,1,1,0,0,1,0,1,0,0,0,0,0,1,2,4,0,1,0,1,0,6,15,4,2,0,3,10,1,3,70,0,33,0,0,0,1,0,0,0,0,0,0,0,1,0,1,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,6,13,1,2,0,1,4,2,99,0,0,0,0,5,18,24,21,4,6,7,0,0,0,15,0,2,14,10,9,2,0,35,1,0,0,1,16,2,0,0,7,13,2,15,4,4,1,0,34,23,8,3,0,0,1,3,0,0,0,0,0,0,5,4,1,7,0,0,2,0,4,2,3,0,2,0,19,0,0,0,0,0,1,42,3,12,0,5,3,2,3,0,0,9,4,1,1,2,0,2,4,4,1,11,0,1,0,1,0,1,1,7,16,1,0,0,0,6,1,4,0,0,1,1,2,2,0,2,0,0,0,7,3,1,0,1,2,2,1,1,0,1,12,2,3,2,1,1,3,1,1,6,3,4,3,3,2,2,1,8,1,0,0,0,2,7,0,9,0,5,0,0,1,1,3,3,0,2,1,2,0,1,0,4,6,47,5,0
